
:CDEC data from SACRAMENTO RIVER AT KESWICK
.A KWK 20170308 PS DH2100 /QRH 21200 
.A KWK 20170308 PS DH2200 /QRH 20800 
.A KWK 20170308 PS DH2300 /QRH 20500 
.A KWK 20170309 PS DH0000 /QRH 19900 
.A KWK 20170309 PS DH0100 /QRH 19400 
.A KWK 20170309 PS DH0200 /QRH 19200 
.A KWK 20170309 PS DH0300 /QRH 19100 
.A KWK 20170309 PS DH0400 /QRH 19100 
.A KWK 20170309 PS DH0500 /QRH 19100 
.A KWK 20170309 PS DH0600 /QRH 19000 
.A KWK 20170309 PS DH0700 /QRH 19000 
.A KWK 20170309 PS DH0800 /QRH 19100 
.A KWK 20170309 PS DH0900 /QRH 19000 
.A KWK 20170309 PS DH1000 /QRH 18900 
.A KWK 20170309 PS DH1100 /QRH 18800 
.A KWK 20170309 PS DH1200 /QRH 19100 
.A KWK 20170309 PS DH1300 /QRH 19200 
.A KWK 20170309 PS DH1400 /QRH 19200 
.A KWK 20170309 PS DH1500 /QRH 19200 
.A KWK 20170309 PS DH1600 /QRH 19700 
.A KWK 20170309 PS DH1700 /QRH 19700 
.A KWK 20170309 PS DH1800 /QRH 19700 
.A KWK 20170309 PS DH1900 /QRH 19300 
.A KWK 20170309 PS DH2000 /QRH 19200 
.A KWK 20170309 PS DH2100 /QRH 18100 
.A KWK 20170309 PS DH2200 /QRH 17800 
.A KWK 20170309 PS DH2300 /QRH 17500 
.A KWK 20170310 PS DH0000 /QRH 17000 
.A KWK 20170310 PS DH0100 /QRH 16600 
.A KWK 20170310 PS DH0200 /QRH 16400 
.A KWK 20170310 PS DH0300 /QRH 16400 
.A KWK 20170310 PS DH0400 /QRH 16300 
.A KWK 20170310 PS DH0500 /QRH 16300 
.A KWK 20170310 PS DH0600 /QRH 16400 
.A KWK 20170310 PS DH0700 /QRH 16300 
.A KWK 20170310 PS DH0800 /QRH 16400 
.A KWK 20170310 PS DH0900 /QRH 16300 
.A KWK 20170310 PS DH1000 /QRH 16400 
.A KWK 20170310 PS DH1100 /QRH 16300 
.A KWK 20170310 PS DH1200 /QRH 16300 
.A KWK 20170310 PS DH1300 /QRH 16300 
.A KWK 20170310 PS DH1400 /QRH 16300 
.A KWK 20170310 PS DH1500 /QRH 16300 
.A KWK 20170310 PS DH1600 /QRH 16300 
.A KWK 20170310 PS DH1700 /QRH 16300 
.A KWK 20170310 PS DH1800 /QRH 16400 
.A KWK 20170310 PS DH1900 /QRH 16100 
.A KWK 20170310 PS DH2000 /QRH 15800 
.A KWK 20170310 PS DH2100 /QRH 14700 
.A KWK 20170310 PS DH2200 /QRH 14600 
.A KWK 20170310 PS DH2300 /QRH 14700 
.A KWK 20170311 PS DH0000 /QRH 14500 
.A KWK 20170311 PS DH0100 /QRH 14200 
.A KWK 20170311 PS DH0200 /QRH 13700 
.A KWK 20170311 PS DH0300 /QRH 13900 
.A KWK 20170311 PS DH0400 /QRH 14200 
.A KWK 20170311 PS DH0500 /QRH 13900 
.A KWK 20170311 PS DH0600 /QRH 13900 
.A KWK 20170311 PS DH0700 /QRH 13800 
.A KWK 20170311 PS DH0800 /QRH 13900 
.A KWK 20170311 PS DH0900 /QRH 13900 
.A KWK 20170311 PS DH1000 /QRH 13900 
.A KWK 20170311 PS DH1100 /QRH 13900 
.A KWK 20170311 PS DH1200 /QRH 13800 
.A KWK 20170311 PS DH1300 /QRH 13900 
.A KWK 20170311 PS DH1400 /QRH 13800 
.A KWK 20170311 PS DH1500 /QRH 13900 
.A KWK 20170311 PS DH1600 /QRH 13800 
.A KWK 20170311 PS DH1700 /QRH 13800 
.A KWK 20170311 PS DH1800 /QRH 13900 
.A KWK 20170311 PS DH1900 /QRH 13900 
.A KWK 20170311 PS DH2000 /QRH 13400 
.A KWK 20170311 PS DH2100 /QRH 13400 
.A KWK 20170311 PS DH2200 /QRH 13100 
.A KWK 20170311 PS DH2300 /QRH 12500 
.A KWK 20170312 PS DH0000 /QRH 12400 
.A KWK 20170312 PS DH0100 /QRH m 
.A KWK 20170312 PS DH0200 /QRH 11900 
.A KWK 20170312 PS DH0300 /QRH 11900 
.A KWK 20170312 PS DH0400 /QRH 11900 
.A KWK 20170312 PS DH0500 /QRH 11800 
.A KWK 20170312 PS DH0600 /QRH 11800 
.A KWK 20170312 PS DH0700 /QRH 11700 
.A KWK 20170312 PS DH0800 /QRH 11800 
.A KWK 20170312 PS DH0900 /QRH 11800 
.A KWK 20170312 PS DH1000 /QRH 11900 
.A KWK 20170312 PS DH1100 /QRH 11800 
.A KWK 20170312 PS DH1200 /QRH 11900 
.A KWK 20170312 PS DH1300 /QRH 11800 
.A KWK 20170312 PS DH1400 /QRH 11900 
.A KWK 20170312 PS DH1500 /QRH 11800 
.A KWK 20170312 PS DH1600 /QRH 11800 
.A KWK 20170312 PS DH1700 /QRH 11700 
.A KWK 20170312 PS DH1800 /QRH 11900 
.A KWK 20170312 PS DH1900 /QRH 11800 
.A KWK 20170312 PS DH2000 /QRH 11400 
.A KWK 20170312 PS DH2100 /QRH 10900 
.A KWK 20170312 PS DH2200 /QRH 10800 
.A KWK 20170312 PS DH2300 /QRH 10500 
.A KWK 20170313 PS DH0000 /QRH 10400 
.A KWK 20170313 PS DH0100 /QRH 10200 
.A KWK 20170313 PS DH0200 /QRH 10100 
.A KWK 20170313 PS DH0300 /QRH 10100 
.A KWK 20170313 PS DH0400 /QRH 10100 
.A KWK 20170313 PS DH0500 /QRH 10100 
.A KWK 20170313 PS DH0600 /QRH 10200 
.A KWK 20170313 PS DH0700 /QRH 10200 
.A KWK 20170313 PS DH0800 /QRH 10200 
.A KWK 20170313 PS DH0900 /QRH 10100 
.A KWK 20170313 PS DH1000 /QRH 10100 
.A KWK 20170313 PS DH1100 /QRH 10200 
.A KWK 20170313 PS DH1200 /QRH 10200 
.A KWK 20170313 PS DH1300 /QRH 10200 
.A KWK 20170313 PS DH1400 /QRH 10300 
.A KWK 20170313 PS DH1500 /QRH 10300 
.A KWK 20170313 PS DH1600 /QRH 10300 
.A KWK 20170313 PS DH1700 /QRH 10300 
.A KWK 20170313 PS DH1800 /QRH 10200 
.A KWK 20170313 PS DH1900 /QRH 10200 
.A KWK 20170313 PS DH2000 /QRH 10200 
.A KWK 20170313 PS DH2100 /QRH 10200 
.A KWK 20170313 PS DH2200 /QRH 10100 
.A KWK 20170313 PS DH2300 /QRH 10200 
.A KWK 20170314 PS DH0000 /QRH 10200 
.A KWK 20170314 PS DH0100 /QRH 10200 
.A KWK 20170314 PS DH0200 /QRH 10200 
.A KWK 20170314 PS DH0300 /QRH 10300 
.A KWK 20170314 PS DH0400 /QRH 10300 
.A KWK 20170314 PS DH0500 /QRH 10300 
.A KWK 20170314 PS DH0600 /QRH 10400 
.A KWK 20170314 PS DH0700 /QRH 10000 
.A KWK 20170314 PS DH0800 /QRH 10000 
.A KWK 20170314 PS DH0900 /QRH 10000 
.A KWK 20170314 PS DH1000 /QRH 10000 
.A KWK 20170314 PS DH1100 /QRH 10000 
.A KWK 20170314 PS DH1200 /QRH 10000 
.A KWK 20170314 PS DH1300 /QRH 10100 
.A KWK 20170314 PS DH1400 /QRH 10000 
.A KWK 20170314 PS DH1500 /QRH 10000 
.A KWK 20170314 PS DH1600 /QRH 10000 
.A KWK 20170314 PS DH1700 /QRH 9940 
.A KWK 20170314 PS DH1800 /QRH 9940 
.A KWK 20170314 PS DH1900 /QRH 9930 
.A KWK 20170314 PS DH2000 /QRH 9770 
.A KWK 20170314 PS DH2100 /QRH 9710 
.A KWK 20170314 PS DH2200 /QRH 9320 
.A KWK 20170314 PS DH2300 /QRH 9130 
.A KWK 20170315 PS DH0000 /QRH 9020 
.A KWK 20170315 PS DH0100 /QRH 8790 
.A KWK 20170315 PS DH0200 /QRH 8590 
.A KWK 20170315 PS DH0300 /QRH 8510 
.A KWK 20170315 PS DH0400 /QRH 8470 
.A KWK 20170315 PS DH0500 /QRH 8480 
.A KWK 20170315 PS DH0600 /QRH 8520 
.A KWK 20170315 PS DH0700 /QRH 8550 
.A KWK 20170315 PS DH0800 /QRH 8520 
.A KWK 20170315 PS DH0900 /QRH 8550 
.A KWK 20170315 PS DH1000 /QRH 8540 
.A KWK 20170315 PS DH1100 /QRH 8540 
.A KWK 20170315 PS DH1200 /QRH 8550 
.A KWK 20170315 PS DH1300 /QRH 8580 
.A KWK 20170315 PS DH1400 /QRH 8510 
.A KWK 20170315 PS DH1500 /QRH 8470 
.A KWK 20170315 PS DH1600 /QRH 8560 
.A KWK 20170315 PS DH1700 /QRH 8520 
.A KWK 20170315 PS DH1800 /QRH 8550 
.A KWK 20170315 PS DH1900 /QRH 8510 
.A KWK 20170315 PS DH2000 /QRH 8560 
.A KWK 20170315 PS DH2100 /QRH 8560 
.A KWK 20170315 PS DH2200 /QRH 8610 
.A KWK 20170315 PS DH2300 /QRH 8540 
.A KWK 20170316 PS DH0000 /QRH 8550 
.A KWK 20170316 PS DH0100 /QRH 8520 
.A KWK 20170316 PS DH0200 /QRH 8520 
.A KWK 20170316 PS DH0300 /QRH 8550 
.A KWK 20170316 PS DH0400 /QRH 8540 
.A KWK 20170316 PS DH0500 /QRH 8480 
.A KWK 20170316 PS DH0600 /QRH 8520 
.A KWK 20170316 PS DH0700 /QRH 8550 
.A KWK 20170316 PS DH0800 /QRH 8580 
.A KWK 20170316 PS DH0900 /QRH 8550 
.A KWK 20170316 PS DH1000 /QRH 8550 
.A KWK 20170316 PS DH1100 /QRH 8550 
.A KWK 20170316 PS DH1200 /QRH 8590 
.A KWK 20170316 PS DH1300 /QRH 8550 
.A KWK 20170316 PS DH1400 /QRH 8550 
.A KWK 20170316 PS DH1500 /QRH 8580 
.A KWK 20170316 PS DH1600 /QRH 8610 
.A KWK 20170316 PS DH1700 /QRH 8620 
.A KWK 20170316 PS DH1800 /QRH 8640 
.A KWK 20170316 PS DH1900 /QRH 8620 
.A KWK 20170316 PS DH2000 /QRH 8650 
.A KWK 20170316 PS DH2100 /QRH 8710 
.A KWK 20170316 PS DH2200 /QRH 8650 
.A KWK 20170316 PS DH2300 /QRH 8680 
.A KWK 20170317 PS DH0000 /QRH 8660 
.A KWK 20170317 PS DH0100 /QRH 8690 
.A KWK 20170317 PS DH0200 /QRH 8620 
.A KWK 20170317 PS DH0300 /QRH 8580 
.A KWK 20170317 PS DH0400 /QRH 8610 
.A KWK 20170317 PS DH0500 /QRH 8620 
.A KWK 20170317 PS DH0600 /QRH 8560 
.A KWK 20170317 PS DH0700 /QRH 8550 
.A KWK 20170317 PS DH0800 /QRH 8560 
.A KWK 20170317 PS DH0900 /QRH 8540 
.A KWK 20170317 PS DH1000 /QRH 8590 
.A KWK 20170317 PS DH1100 /QRH 8580 
.A KWK 20170317 PS DH1200 /QRH 8620 
.A KWK 20170317 PS DH1300 /QRH 8590 
.A KWK 20170317 PS DH1400 /QRH 8610 
.A KWK 20170317 PS DH1500 /QRH m 
.A KWK 20170317 PS DH1600 /QRH m 
.A KWK 20170317 PS DH1700 /QRH m 
.A KWK 20170317 PS DH1800 /QRH m 
.A KWK 20170317 PS DH1900 /QRH m 
.A KWK 20170317 PS DH2000 /QRH m 
.A KWK 20170317 PS DH2100 /QRH m 
.A KWK 20170317 PS DH2200 /QRH m 
.A KWK 20170317 PS DH2300 /QRH m 
.A KWK 20170318 PS DH0000 /QRH m 
.A KWK 20170318 PS DH0100 /QRH m 
.A KWK 20170318 PS DH0200 /QRH 8590 
.A KWK 20170318 PS DH0300 /QRH 8580 
.A KWK 20170318 PS DH0400 /QRH 8550 
.A KWK 20170318 PS DH0500 /QRH 8510 
.A KWK 20170318 PS DH0600 /QRH 8520 
.A KWK 20170318 PS DH0700 /QRH 8580 
.A KWK 20170318 PS DH0800 /QRH 8610 
.A KWK 20170318 PS DH0900 /QRH 8580 
.A KWK 20170318 PS DH1000 /QRH 8560 
.A KWK 20170318 PS DH1100 /QRH 8560 
.A KWK 20170318 PS DH1200 /QRH 8650 
.A KWK 20170318 PS DH1300 /QRH 8590 
.A KWK 20170318 PS DH1400 /QRH 8560 
.A KWK 20170318 PS DH1500 /QRH 8610 
.A KWK 20170318 PS DH1600 /QRH 8610 
.A KWK 20170318 PS DH1700 /QRH 8590 
.A KWK 20170318 PS DH1800 /QRH 8400 
.A KWK 20170318 PS DH1900 /QRH 8340 
.A KWK 20170318 PS DH2000 /QRH 8380 
.A KWK 20170318 PS DH2100 /QRH 8400 
.A KWK 20170318 PS DH2200 /QRH 8410 
.A KWK 20170318 PS DH2300 /QRH 8410 
.A KWK 20170319 PS DH0000 /QRH 8410 
.A KWK 20170319 PS DH0100 /QRH 8410 
.A KWK 20170319 PS DH0200 /QRH 8350 
.A KWK 20170319 PS DH0300 /QRH 8330 
.A KWK 20170319 PS DH0400 /QRH 8350 
.A KWK 20170319 PS DH0500 /QRH 8350 
.A KWK 20170319 PS DH0600 /QRH 8340 
.A KWK 20170319 PS DH0700 /QRH 8350 
.A KWK 20170319 PS DH0800 /QRH 8340 
.A KWK 20170319 PS DH0900 /QRH 8330 
.A KWK 20170319 PS DH1000 /QRH 8340 
.A KWK 20170319 PS DH1100 /QRH 8350 
.A KWK 20170319 PS DH1200 /QRH 8370 
.A KWK 20170319 PS DH1300 /QRH 8340 
.A KWK 20170319 PS DH1400 /QRH 8310 
.A KWK 20170319 PS DH1500 /QRH 8340 
.A KWK 20170319 PS DH1600 /QRH 8330 
.A KWK 20170319 PS DH1700 /QRH 8370 
.A KWK 20170319 PS DH1800 /QRH 8340 
.A KWK 20170319 PS DH1900 /QRH 8350 
.A KWK 20170319 PS DH2000 /QRH 8340 
.A KWK 20170319 PS DH2100 /QRH 8400 
.A KWK 20170319 PS DH2200 /QRH 8410 
.A KWK 20170319 PS DH2300 /QRH 8400 
.A KWK 20170320 PS DH0000 /QRH 8400 
.A KWK 20170320 PS DH0100 /QRH 8400 
.A KWK 20170320 PS DH0200 /QRH 8340 
.A KWK 20170320 PS DH0300 /QRH 8380 
.A KWK 20170320 PS DH0400 /QRH 8340 
.A KWK 20170320 PS DH0500 /QRH 8300 
.A KWK 20170320 PS DH0600 /QRH 8350 
.A KWK 20170320 PS DH0700 /QRH 8340 
.A KWK 20170320 PS DH0800 /QRH 8410 
.A KWK 20170320 PS DH0900 /QRH 8370 
.A KWK 20170320 PS DH1000 /QRH 8400 
.A KWK 20170320 PS DH1100 /QRH 8350 
.A KWK 20170320 PS DH1200 /QRH 8370 
.A KWK 20170320 PS DH1300 /QRH 8410 
.A KWK 20170320 PS DH1400 /QRH 8380 
.A KWK 20170320 PS DH1500 /QRH 8370 
.A KWK 20170320 PS DH1600 /QRH 8380 
.A KWK 20170320 PS DH1700 /QRH 8370 
.A KWK 20170320 PS DH1800 /QRH 8420 
.A KWK 20170320 PS DH1900 /QRH 8410 
.A KWK 20170320 PS DH2000 /QRH 8450 
.A KWK 20170320 PS DH2100 /QRH 8510 
.A KWK 20170320 PS DH2200 /QRH 8440 
.A KWK 20170320 PS DH2300 /QRH 8420 
.A KWK 20170321 PS DH0000 /QRH 8410 
.A KWK 20170321 PS DH0100 /QRH 8520 
.A KWK 20170321 PS DH0200 /QRH 8450 
.A KWK 20170321 PS DH0300 /QRH 8410 
.A KWK 20170321 PS DH0400 /QRH 8400 
.A KWK 20170321 PS DH0500 /QRH 8440 
.A KWK 20170321 PS DH0600 /QRH 8420 
.A KWK 20170321 PS DH0700 /QRH 8490 
.A KWK 20170321 PS DH0800 /QRH 8650 
.A KWK 20170321 PS DH0900 /QRH 8610 
.A KWK 20170321 PS DH1000 /QRH 8580 
.A KWK 20170321 PS DH1100 /QRH 8520 
.A KWK 20170321 PS DH1200 /QRH 8520 
.A KWK 20170321 PS DH1300 /QRH 8540 
.A KWK 20170321 PS DH1400 /QRH 8510 
.A KWK 20170321 PS DH1500 /QRH 8540 
.A KWK 20170321 PS DH1600 /QRH 8490 
.A KWK 20170321 PS DH1700 /QRH 8490 
.A KWK 20170321 PS DH1800 /QRH 8510 
.A KWK 20170321 PS DH1900 /QRH 8490 
.A KWK 20170321 PS DH2000 /QRH 8490 
.A KWK 20170321 PS DH2100 /QRH 8480 
.A KWK 20170321 PS DH2200 /QRH 8480 
.A KWK 20170321 PS DH2300 /QRH 8490 
.A KWK 20170322 PS DH0000 /QRH 8520 
.A KWK 20170322 PS DH0100 /QRH 8450 
.A KWK 20170322 PS DH0200 /QRH 8510 
.A KWK 20170322 PS DH0300 /QRH 8480 
.A KWK 20170322 PS DH0400 /QRH 8450 
.A KWK 20170322 PS DH0500 /QRH 8450 
.A KWK 20170322 PS DH0600 /QRH 8520 
.A KWK 20170322 PS DH0700 /QRH 8550 
.A KWK 20170322 PS DH0800 /QRH 8640 
.A KWK 20170322 PS DH0900 /QRH 8550 
.A KWK 20170322 PS DH1000 /QRH 8580 
.A KWK 20170322 PS DH1100 /QRH 8710 
.A KWK 20170322 PS DH1200 /QRH 8740 
.A KWK 20170322 PS DH1300 /QRH 8640 
.A KWK 20170322 PS DH1400 /QRH 8710 
.A KWK 20170322 PS DH1500 /QRH 8720 
.A KWK 20170322 PS DH1600 /QRH 8650 
.A KWK 20170322 PS DH1700 /QRH 8740 
.A KWK 20170322 PS DH1800 /QRH 8740 
.A KWK 20170322 PS DH1900 /QRH 8740 
.A KWK 20170322 PS DH2000 /QRH 8790 
.A KWK 20170322 PS DH2100 /QRH 8760 
.A KWK 20170322 PS DH2200 /QRH 8780 
.A KWK 20170322 PS DH2300 /QRH 8750 
.A KWK 20170323 PS DH0000 /QRH 8880 
.A KWK 20170323 PS DH0100 /QRH 10100 
.A KWK 20170323 PS DH0200 /QRH 10100 
.A KWK 20170323 PS DH0300 /QRH 9990 
.A KWK 20170323 PS DH0400 /QRH 10000 
.A KWK 20170323 PS DH0500 /QRH 10000 
.A KWK 20170323 PS DH0600 /QRH 10000 
.A KWK 20170323 PS DH0700 /QRH 10000 
.A KWK 20170323 PS DH0800 /QRH 10100 
.A KWK 20170323 PS DH0900 /QRH 10000 
.A KWK 20170323 PS DH1000 /QRH 9990 
.A KWK 20170323 PS DH1100 /QRH 9990 
.A KWK 20170323 PS DH1200 /QRH 10000 
.A KWK 20170323 PS DH1300 /QRH 10100 
.A KWK 20170323 PS DH1400 /QRH 10000 
.A KWK 20170323 PS DH1500 /QRH 10000 
.A KWK 20170323 PS DH1600 /QRH 10000 
.A KWK 20170323 PS DH1700 /QRH 10000 
.A KWK 20170323 PS DH1800 /QRH 9990 
.A KWK 20170323 PS DH1900 /QRH 9960 
.A KWK 20170323 PS DH2000 /QRH 10100 
.A KWK 20170323 PS DH2100 /QRH 10100 
.A KWK 20170323 PS DH2200 /QRH 10100 
.A KWK 20170323 PS DH2300 /QRH 10000 
.A KWK 20170324 PS DH0000 /QRH 10000 
.A KWK 20170324 PS DH0100 /QRH 10100 
.A KWK 20170324 PS DH0200 /QRH 10300 
.A KWK 20170324 PS DH0300 /QRH 10200 
.A KWK 20170324 PS DH0400 /QRH 10200 
.A KWK 20170324 PS DH0500 /QRH 10300 
.A KWK 20170324 PS DH0600 /QRH 10300 
.A KWK 20170324 PS DH0700 /QRH 10200 
.A KWK 20170324 PS DH0800 /QRH 10300 
.A KWK 20170324 PS DH0900 /QRH 10400 
.A KWK 20170324 PS DH1000 /QRH 10600 
.A KWK 20170324 PS DH1100 /QRH 10600 
.A KWK 20170324 PS DH1200 /QRH 10600 
.A KWK 20170324 PS DH1300 /QRH 10500 
.A KWK 20170324 PS DH1400 /QRH 10600 
.A KWK 20170324 PS DH1500 /QRH 10500 
.A KWK 20170324 PS DH1600 /QRH 10500 
.A KWK 20170324 PS DH1700 /QRH 10800 
.A KWK 20170324 PS DH1800 /QRH 10700 
.A KWK 20170324 PS DH1900 /QRH 10700 
.A KWK 20170324 PS DH2000 /QRH 10700 
.A KWK 20170324 PS DH2100 /QRH 10700 
.A KWK 20170324 PS DH2200 /QRH 10400 
.A KWK 20170324 PS DH2300 /QRH 10500 
.A KWK 20170325 PS DH0000 /QRH 10400 
.A KWK 20170325 PS DH0100 /QRH 10400 
.A KWK 20170325 PS DH0200 /QRH 10400 
.A KWK 20170325 PS DH0300 /QRH 10400 
.A KWK 20170325 PS DH0400 /QRH 10400 
.A KWK 20170325 PS DH0500 /QRH 10500 
.A KWK 20170325 PS DH0600 /QRH 10500 
.A KWK 20170325 PS DH0700 /QRH 10400 
.A KWK 20170325 PS DH0800 /QRH 10500 
.A KWK 20170325 PS DH0900 /QRH 10500 
.A KWK 20170325 PS DH1000 /QRH 10600 
.A KWK 20170325 PS DH1100 /QRH 10600 
.A KWK 20170325 PS DH1200 /QRH 10600 
.A KWK 20170325 PS DH1300 /QRH 10600 
.A KWK 20170325 PS DH1400 /QRH 10600 
.A KWK 20170325 PS DH1500 /QRH 10600 
.A KWK 20170325 PS DH1600 /QRH 10700 
.A KWK 20170325 PS DH1700 /QRH 10500 
.A KWK 20170325 PS DH1800 /QRH 10400 
.A KWK 20170325 PS DH1900 /QRH 10400 
.A KWK 20170325 PS DH2000 /QRH 10300 
.A KWK 20170325 PS DH2100 /QRH 10000 
.A KWK 20170325 PS DH2200 /QRH 9990 
.A KWK 20170325 PS DH2300 /QRH 10000 
.A KWK 20170326 PS DH0000 /QRH 9980 
.A KWK 20170326 PS DH0100 /QRH 10100 
.A KWK 20170326 PS DH0200 /QRH 10100 
.A KWK 20170326 PS DH0300 /QRH 10000 
.A KWK 20170326 PS DH0400 /QRH 10100 
.A KWK 20170326 PS DH0500 /QRH 10100 
.A KWK 20170326 PS DH0600 /QRH 10100 
.A KWK 20170326 PS DH0700 /QRH 10100 
.A KWK 20170326 PS DH0800 /QRH 10100 
.A KWK 20170326 PS DH0900 /QRH 10100 
.A KWK 20170326 PS DH1000 /QRH 10200 
.A KWK 20170326 PS DH1100 /QRH 10100 
.A KWK 20170326 PS DH1200 /QRH 10200 
.A KWK 20170326 PS DH1300 /QRH 10100 
.A KWK 20170326 PS DH1400 /QRH 10200 
.A KWK 20170326 PS DH1500 /QRH 10100 
.A KWK 20170326 PS DH1600 /QRH 10000 
.A KWK 20170326 PS DH1700 /QRH 10100 
.A KWK 20170326 PS DH1800 /QRH 10100 
.A KWK 20170326 PS DH1900 /QRH 10100 
.A KWK 20170326 PS DH2000 /QRH 10200 
.A KWK 20170326 PS DH2100 /QRH 10100 
.A KWK 20170326 PS DH2200 /QRH 10100 
.A KWK 20170326 PS DH2300 /QRH 10100 
.A KWK 20170327 PS DH0000 /QRH 10100 
.A KWK 20170327 PS DH0100 /QRH 10000 
.A KWK 20170327 PS DH0200 /QRH 10100 
.A KWK 20170327 PS DH0300 /QRH 10100 
.A KWK 20170327 PS DH0400 /QRH 10100 
.A KWK 20170327 PS DH0500 /QRH 10100 
.A KWK 20170327 PS DH0600 /QRH 10100 
.A KWK 20170327 PS DH0700 /QRH 10100 
.A KWK 20170327 PS DH0800 /QRH 10100 
.A KWK 20170327 PS DH0900 /QRH 10100 
.A KWK 20170327 PS DH1000 /QRH 10100 
.A KWK 20170327 PS DH1100 /QRH 10100 
.A KWK 20170327 PS DH1200 /QRH 10100 
.A KWK 20170327 PS DH1300 /QRH 10100 
.A KWK 20170327 PS DH1400 /QRH 10100 
.A KWK 20170327 PS DH1500 /QRH 10100 
.A KWK 20170327 PS DH1600 /QRH 10100 
.A KWK 20170327 PS DH1700 /QRH 10100 
.A KWK 20170327 PS DH1800 /QRH 10000 
.A KWK 20170327 PS DH1900 /QRH 9980 
.A KWK 20170327 PS DH2000 /QRH 9990 
.A KWK 20170327 PS DH2100 /QRH 10000 
.A KWK 20170327 PS DH2200 /QRH 9990 
.A KWK 20170327 PS DH2300 /QRH 10000 
.A KWK 20170328 PS DH0000 /QRH 10100 
.A KWK 20170328 PS DH0100 /QRH 10100 
.A KWK 20170328 PS DH0200 /QRH 10000 
.A KWK 20170328 PS DH0300 /QRH 10000 
.A KWK 20170328 PS DH0400 /QRH 10100 
.A KWK 20170328 PS DH0500 /QRH 10100 
.A KWK 20170328 PS DH0600 /QRH 10100 
.A KWK 20170328 PS DH0700 /QRH 10000 
.A KWK 20170328 PS DH0800 /QRH 10000 
.A KWK 20170328 PS DH0900 /QRH 10100 
.A KWK 20170328 PS DH1000 /QRH 10100 
.A KWK 20170328 PS DH1100 /QRH 10100 
.A KWK 20170328 PS DH1200 /QRH 10100 
.A KWK 20170328 PS DH1300 /QRH 10100 
.A KWK 20170328 PS DH1400 /QRH 10100 
.A KWK 20170328 PS DH1500 /QRH 10200 
.A KWK 20170328 PS DH1600 /QRH 10200 
.A KWK 20170328 PS DH1700 /QRH 10200 
.A KWK 20170328 PS DH1800 /QRH 10200 
.A KWK 20170328 PS DH1900 /QRH 10100 
.A KWK 20170328 PS DH2000 /QRH 10200 
.A KWK 20170328 PS DH2100 /QRH 10200 
.A KWK 20170328 PS DH2200 /QRH 10200 
.A KWK 20170328 PS DH2300 /QRH 10100 
.A KWK 20170329 PS DH0000 /QRH 10100 
.A KWK 20170329 PS DH0100 /QRH 10100 
.A KWK 20170329 PS DH0200 /QRH 10200 
.A KWK 20170329 PS DH0300 /QRH 10200 
.A KWK 20170329 PS DH0400 /QRH 10100 
.A KWK 20170329 PS DH0500 /QRH 10200 
.A KWK 20170329 PS DH0600 /QRH 10200 
.A KWK 20170329 PS DH0700 /QRH 10100 
.A KWK 20170329 PS DH0800 /QRH 10100 
.A KWK 20170329 PS DH0900 /QRH 10100 
.A KWK 20170329 PS DH1000 /QRH 10200 
.A KWK 20170329 PS DH1100 /QRH 10100 
.A KWK 20170329 PS DH1200 /QRH 10100 
.A KWK 20170329 PS DH1300 /QRH 10200 
.A KWK 20170329 PS DH1400 /QRH 10100 
.A KWK 20170329 PS DH1500 /QRH 10200 
.A KWK 20170329 PS DH1600 /QRH 10100 
.A KWK 20170329 PS DH1700 /QRH 10200 
.A KWK 20170329 PS DH1800 /QRH 10200 
.A KWK 20170329 PS DH1900 /QRH 10100 
.A KWK 20170329 PS DH2000 /QRH 10100 
.A KWK 20170329 PS DH2100 /QRH 10100 
.A KWK 20170329 PS DH2200 /QRH 10200 
.A KWK 20170329 PS DH2300 /QRH 10100 
.A KWK 20170330 PS DH0000 /QRH 10200 
.A KWK 20170330 PS DH0100 /QRH 10100 
.A KWK 20170330 PS DH0200 /QRH 10200 
.A KWK 20170330 PS DH0300 /QRH 10100 
.A KWK 20170330 PS DH0400 /QRH 10000 
.A KWK 20170330 PS DH0500 /QRH 10200 
.A KWK 20170330 PS DH0600 /QRH 10100 
.A KWK 20170330 PS DH0700 /QRH 10100 
.A KWK 20170330 PS DH0800 /QRH 10200 
.A KWK 20170330 PS DH0900 /QRH 10100 
.A KWK 20170330 PS DH1000 /QRH 10100 
.A KWK 20170330 PS DH1100 /QRH 10200 
.A KWK 20170330 PS DH1200 /QRH 10600 
.A KWK 20170330 PS DH1300 /QRH 10600 
.A KWK 20170330 PS DH1400 /QRH 10700 
.A KWK 20170330 PS DH1500 /QRH 10700 
.A KWK 20170330 PS DH1600 /QRH 10600 
.A KWK 20170330 PS DH1700 /QRH 10700 
.A KWK 20170330 PS DH1800 /QRH 10600 
.A KWK 20170330 PS DH1900 /QRH 10500 
.A KWK 20170330 PS DH2000 /QRH 10600 
.A KWK 20170330 PS DH2100 /QRH 10400 
.A KWK 20170330 PS DH2200 /QRH 10500 
.A KWK 20170330 PS DH2300 /QRH 10500 
.A KWK 20170331 PS DH0000 /QRH 10600 
.A KWK 20170331 PS DH0100 /QRH 10500 
.A KWK 20170331 PS DH0200 /QRH 10500 
.A KWK 20170331 PS DH0300 /QRH 10600 
.A KWK 20170331 PS DH0400 /QRH 10600 
.A KWK 20170331 PS DH0500 /QRH 10600 
.A KWK 20170331 PS DH0600 /QRH 10600 
